ID,Name,Year,Authors,DOI,Framing of Cognition-Awareness (copy lines here),AR/VR,Device Type,Device,Input,Cognitive State,Adaptation,Application,Adaption/ Objective (Textual),Stimulus,Feature (Metric),Blackbox (Textual),Spalte 1,Output (Textual),Method,"Sample (N Textual, if applicable)",Outcomes,Performance (Textual),System Maturity,Open Source,Bibtex
42,Free of walls: Participatory design of an out-world experience via virtual reality for dementia in-patients,2022,"Matsangidou, Maria; Frangoudes, Fotos; Solomou, Theodoros; Papayianni, Ersi; Pattichis, Constantinos",https://doi.org/10.1145/3511047.3537651,"intelligent system, that adapts the content of the Virtual Reality experience based on physiological data (HR = Arousal states)",Virtual Reality (VR),Head-Mounted Display (HMD),HTC Vive Pro,"Heart Rate (HR), Eye-Tracking: Gaze","Arousal, Stress","Guidance/Notification, Task Adjustment",Health/Rehabilitation,adapt surrounding complexity based on arousal,no specific stimulus to manipulate variables,"only: ""physiological data (i.e., heart rate, and stress level) of the user are analyzed in real-time""",IPA thresholds,,"Greater changes (i.e., removing certain elements from the VE) occur when the user is currently stressed, with his condition not improving significantly. On the other hand, if the user is becoming less agitated, the current environment and elements are maintained with only minor changes occurring.",None,0,None,,Proposal,No Info,"@inproceedings{matsangidouFreeWallsParticipatory2022,
  title = {Free of Walls: {{Participatory}} Design of an out-World Experience via Virtual Reality for Dementia in-Patients},
  booktitle = {Adjunct Proceedings of the 30th {{ACM}} Conference on User Modeling, Adaptation and Personalization},
  author = {Matsangidou, Maria and Frangoudes, Fotos and Solomou, Theodoros and Papayianni, Ersi and Pattichis, Constantinos},
  year = 2022,
  series = {{{UMAP}} '22 Adjunct},
  pages = {326--334},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3511047.3537651},
  abstract = {Many people with dementia residing in long-term care may face barriers in accessing experiences beyond their physical premises; this may be due to location, mobility constraints, legal act and/or mental health restrictions. Previous research has suggested that institutionalization increases the co-existing symptoms of dementia, such as aggression, depression, apathy, lack of motivation and loss of interest in oneself and others. Despite the importance of supporting the mental well-being of people with dementia, in many cases, it remains undertreated. In recent years, there has been growing research interest in designing non-pharmacological interventions aiming to improve the Health-Related Quality of Life for people with dementia within long-term care. With computer technology and especially Virtual Reality offering endless opportunities for mental support, we must consider how Virtual Reality for people with dementia can be sensitively designed to provide comfortable, enriching out-world experiences. Working closely with 24 dementia patients and 51 medical and paramedical personnel, we co-designed an intelligent and personalized Virtual Reality system to enhance symptom management of dementia patients residing in long-term care. Through this paper, we thoroughly explain the screening process and analysis we run to identify which environments patients would like to receive as a Virtual Reality intervention to minimize the aforementioned co-existing symptoms of dementia, and the development of an intelligent system using the selected environments, that adapts the content of the Virtual Reality experience based on physiological and eye-tracking data from the patients and their personal preferences.},
  chapter = {0},
  keywords = {ACM,Dementia,Patient-Centered Design,Person-Centered Care,Personalization,Physiological Data,Virtual Reality}
}"
109,Gaia VR: a virtual reality-based neuro and biofeedback meditation application,2022,"Wang, Szu-Yun; Bang, Hyeon-Seok; Liu, Yiding; Kim, Minjee; Raiti, John",https://doi.org/10.1109/GHTC55712.2022.9910614,"in this study, we proposed a neuro and biofeedback meditation virtual reality application and heart rate band called Gaia VR to make meditation fun, measurable, and personalized",Virtual Reality (VR),Head-Mounted Display (HMD),Meta Quest 2,"Electroencephalography (EEG), Heart Rate Variability (HRV), Heart Rate (HR)",Stress,Guidance/Notification,Health/Rehabilitation,Suggestions based on stress levels,immersive meditation environment,"PPG data, absolute Alpha wave value (and its percentage in total brainwave values)",Heart rate indicates stress level,,Based on stress (HRV) different mediation methods are recommended that can be controlled via EEG,Quantitative (Participant Study),5,Usability,They only tested the HRV sensor,Prototype,No Info,"@article{wangGaiaVRVirtual2022,
  title = {Gaia {{VR}}: A Virtual Reality-Based Neuro and Biofeedback Meditation Application},
  author = {Wang, Szu-Yun and Bang, Hyeon-Seok and Liu, Yiding and Kim, Minjee and Raiti, John},
  year = 2022,
  month = sep,
  journal = {2022 IEEE global humanitarian technology conference (GHTC)},
  pages = {349--352},
  issn = {2377-6919},
  doi = {10.1109/GHTC55712.2022.9910614},
  abstract = {Meditation and mindfulness are practices that can reduce psychological stress and stress-related health problems during times of crisis such as the current global pandemic caused by COVID-19. Promoting well-being at all ages is essential to sustainable development, and in this study, we proposed a neuro and biofeedback meditation virtual reality application and heart rate band called Gaia VR to make meditation fun, measurable, and personalized. This system could also potentially reduce the stress people have been experiencing in the pandemic. By implementing data such as heart rate variability and Alpha brainwaves, users can get feedback on their daily stress level and interact with the virtual reality environment through their meditation based on how relaxed they are through the process.},
  chapter = {0},
  keywords = {Biological control systems,COVID-19,Current measurement,educational games,EEG,electroencephalography,gamification,Human factors,IEEE,MBSR,meditation,Mindfulness,Pandemics,Psychology,Virtual reality,Virtual Reality,VR}
}"
152,HeartFortress – an affective VR game adapting to player arousal - 2025 IEEE conference on virtual reality and 3D user interfaces abstracts and workshops (VRW),2025,"Jemioło, Paweł; Kuśmierek, Adrian",https://doi.org/10.1109/VRW66409.2025.00407,A context-aware VR game that adapts gameplay mechanics in real-time based on physiological signals to enhance player flow and arousal.,Virtual Reality (VR),Head-Mounted Display (HMD),Meta Quest 3,"Electrodermal Activity (EDA), Heart Rate (HR)",Arousal,"Stimuli, Task Adjustment",Recreation,Increase flow of user,na,"Physiological data, specifically heart rate and electrodermal activity, were collected using the BITalino (r)evolution kit during gameplay, with sensors placed on the chest (HR) and fingers (EDA). (not further specified)",,,"Change gameplay settings (amount of enemies, etc.) ",Qualitative (Participant Study),10,Effectiveness,(Slightly) promising results,Prototype,No Info,"@article{jemioloHeartFortressAffectiveVR2025,
  title = {{{HeartFortress}} -- an Affective {{VR}} Game Adapting to Player Arousal - 2025 {{IEEE}} Conference on Virtual Reality and {{3D}} User Interfaces Abstracts and Workshops ({{VRW}})},
  author = {Jemio{\l}o, Pawe{\l} and Ku{\'s}mierek, Adrian},
  year = 2025,
  month = mar,
  journal = {2025 IEEE conference on virtual reality and 3D user interfaces abstracts and workshops (VRW)},
  pages = {1522--1523},
  doi = {10.1109/VRW66409.2025.00407},
  abstract = {This study explores affective computing in virtual reality (VR) gaming, focusing on adapting gameplay to players' arousal levels. By utilizing real-time physiological signals, such as heart rate and electrodermal activity, the VR game HeartFortress dynamically adjusts its mechanics. Observations suggest that the adaptive version of the game may enhance flow -- a state of deep involvement in an activity -- and increase physiological responsiveness, indicating heightened arousal. While preliminary, these findings highlight the potential of affective-driven adaptations in interactive systems, offering insights for gaming, training, and therapeutic applications.},
  chapter = {0},
  keywords = {Focusing,Games...,Heart rate,IEEE,Interactive systems,Three-dimensional displays,Training,Virtual reality}
}"
158,Improving interaction comfort in authoring task in AR-HRI through dynamic dual-layer interaction adjustment - proceedings of the 32nd ACM international conference on multimedia,2024,"Pei, Yunqiang; Zhang, Keiyue; Yang, Hongrong; Tao, Yong; Tang, Qihang; Tang, Jialei; Wang, Guoqing; Liu, Zhitao; Xie, Ning; Wang, Peng; Yang, Yang; Shen, Hengtao",https://doi.org/10.1145/3664647.3681364,,Augmented Reality (AR),Head-Mounted Display (HMD),HoloLens 2,"Photoplethysmogram (PPG) , Respiration",Discomfort,Task Adjustment,Work/Performance,Change of interaction method based on discomfort,,,They calculate a Continuous Discomfort Index and adapt based on it,,Different interaction modalities active,Quantitative (Participant Study),31,Effectiveness,"Results mixed, but seems promising",Prototype,No Info,"@inproceedings{peiImprovingInteractionComfort2024,
  title = {Improving Interaction Comfort in Authoring Task in {{AR-HRI}} through Dynamic Dual-Layer Interaction Adjustment - Proceedings of the 32nd {{ACM}} International Conference on Multimedia},
  booktitle = {Proceedings of the 32nd {{ACM}} International Conference on Multimedia},
  author = {Pei, Yunqiang and Zhang, Keiyue and Yang, Hongrong and Tao, Yong and Tang, Qihang and Tang, Jialei and Wang, Guoqing and Liu, Zhitao and Xie, Ning and Wang, Peng and Yang, Yang and Shen, Hengtao},
  year = 2024,
  series = {Mm '24},
  pages = {88--97},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3664647.3681364},
  abstract = {Previous research has demonstrated the potential of Augmented Reality in enhancing psychological comfort in Human-Robot Interaction (AR-HRI) through shared robot intent, enhanced visual feedback, and increased expressiveness and creativity in interaction methods. However, the challenge of selecting interaction methods that enhance physical comfort in varying scenarios remains. This study purposes a dynamic dual-layer interaction adjustment mechanism to improve user comfort and interaction efficiency. The mechanism comprises two models: an general layer model, grounded in ergonomics principles, identifies appropriate areas for various interaction methods; a individual layer model predicts user discomfort levels using physiological signals. Interaction methods are dynamically adjusted based on discomfort level changes, enabling the system to adapt to individual differences and dynamic changes, thereby reducing misjudgments and enhancing comfort management. The mechanism's success in authoring tasks validates its effectiveness, significantly advancing AR-HRI and fostering more comfortable and enhancing efficient human-centered interactions.},
  chapter = {0},
  keywords = {ACM,AR,augmented reality,human-robot interaction,interaction comfort,physiological computing}
}
"
169,"In search of lost attention: a BCI-based therapeutical safari tour in VR - 2024 IEEE international conference on metrology for eXtended reality, artificial intelligence and neural engineering (MetroXRAINE)",2024,"Delaux, Alexandre; Gouret, Alix; Carponcy, Julien; Porssut, Thibault; Rouzé, Sébastien; Waszak, Florian; Chokron, Sylvie; Bars, Solène Le",https://doi.org/10.1109/MetroXRAINE62247.2024.10797174,,Virtual Reality (VR),Head-Mounted Display (HMD),Meta Quest 3,Electroencephalography (EEG),Attention,Stimuli,Health/Rehabilitation,Main game mechanic (taking a photo) only happens if sustained attention is measured,,,Visually evoked potentials (VEP) are detected,,Photo is taken if attention is sustained,None,0,,,,,"@article{delauxSearchLostAttention2024,
  title = {In Search of Lost Attention: A {{BCI-based}} Therapeutical Safari Tour in {{VR}} - 2024 {{IEEE}} International Conference on Metrology for {{eXtended}} Reality, Artificial Intelligence and Neural Engineering ({{MetroXRAINE}})},
  author = {Delaux, Alexandre and Gouret, Alix and Carponcy, Julien and Porssut, Thibault and Rouz{\'e}, S{\'e}bastien and Waszak, Florian and Chokron, Sylvie and Bars, Sol{\`e}ne Le},
  year = 2024,
  month = oct,
  journal = {2024 IEEE international conference on metrology for eXtended reality, artificial intelligence and neural engineering (MetroXRAINE)},
  pages = {1112--1117},
  doi = {10.1109/MetroXRAINE62247.2024.10797174},
  abstract = {Unilateral spatial neglect (USN) is a condition that occurs after brain damage, commonly following a stroke, where individuals fail to acknowledge or respond to stimuli presented on one side of their body. Current clinical assessment and rehabilitation methods often fall short due to inadequacy with real-life situations, inconsistent effectiveness, and difficulty in obtaining patient commitment. Recent advancements in neuro-technologies, such as virtual reality (VR) and brain computer interfaces (BCIs) offer promising avenues to address these limitations. The objective of this work is to explore how the integration of VR and BCI based on visually evoked potentials (VEP-BCI) can enhance the cognitive rehabilitation of USN patients. The proposed method involves immersing patients in a VR serious game that simulates a photo safari while recording their brain activity using electroencephalography (EEG). Patients are required to detect flickering animals in the virtual environment, and photographs are taken only when the BCI identifies their attention to the target. This approach has several potential benefits, including holistic rehabilitation through combined bottom-up (flickering stimuli) and top-down (goal-directed behaviors) attention stimulation. VR allows for precise control over visual stimuli and enhances the realism of rehabilitation tasks. BCI enables real-time monitoring of attention levels and provides feedback for self-guided training. The VR system's portability makes it suitable for home use without continuous supervision, potentially improving therapy adherence and long-term outcomes. The immersive and enjoyable nature of the VR serious game aims to consistently engage patients, which is crucial for sustained rehabilitation progress.},
  chapter = {0},
  keywords = {B...,Electric potential,Games,IEEE,Stroke (medical condition),Training,Virtual environments,Visualization}
}"
29,Learning cooperative personalized policies from gaze data,2019,"Gebhardt, Christoph; Hecox, Brian; van Opheusden, Bas; Wigdor, Daniel; Hillis, James; Hilliges, Otmar; Benko, Hrvoje",https://doi.org/10.1145/3332165.3347933,we demonstrate a RL-method that implicitly learns personalized cooperative labeling policies from gaze behavior that support users in a visual search task while fltering unnecessary information.,Augmented Reality (AR),Head-Mounted Display (HMD),HTC Vive,Eye-Tracking: Gaze,Attention,Information,Miscellaneous,we propose a method that learns to label objects according to user intentions by simply observing their gaze interactions with objects and labels. The resulting labeling policies support users by fltering information based on semantic and spatial relevance.,Visual Search Task,Gaze position and pupil dilation,Reinforcement Learning ,,reduce quantity of information (labeling),Quantitative (Participant Study),12,"Usability, Effectiveness","No sign. difference in task performance, participants perceived RL to be signifcantly more supportive, no sign. difference in perceived disruption",Prototype,No Info,"@inproceedings{gebhardtLearningCooperativePersonalized2019,
  title = {Learning Cooperative Personalized Policies from Gaze Data},
  booktitle = {Proceedings of the 32nd Annual {{ACM}} Symposium on User Interface Software and Technology},
  author = {Gebhardt, Christoph and Hecox, Brian and {van Opheusden}, Bas and Wigdor, Daniel and Hillis, James and Hilliges, Otmar and Benko, Hrvoje},
  year = 2019,
  series = {Uist '19},
  pages = {197--208},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3332165.3347933},
  abstract = {An ideal Mixed Reality (MR) system would only present virtual information (e.g., a label) when it is useful to the person. However, deciding when a label is useful is challenging: it depends on a variety of factors, including the current task, previous knowledge, context, etc. In this paper, we propose a Reinforcement Learning (RL) method to learn when to show or hide an object's label given eye movement data. We demonstrate the capabilities of this approach by showing that an intelligent agent can learn cooperative policies that better support users in a visual search task than manually designed heuristics. Furthermore, we show the applicability of our approach to more realistic environments and use cases (e.g., grocery shopping). By posing MR object labeling as a model-free RL problem, we can learn policies implicitly by observing users' behavior without requiring a visual search model or data annotation.},
  chapter = {0},
  keywords = {ACM,AR,eye tracking,mixed reality,reinforcement learning}
}
"
33,Looking confused? – Introducing a VR game design for arousing confusion among players,2022,"Lankes, Michael; Sporn, Maurice; Winkelbauer, Andreas; Stiglbauer, Barbara",https://doi.org/10.1145/3517031.3529614,use the game to create a system that analyzes the players’ gaze behavior and determine whether and when players are confused or already frustrated,Virtual Reality (VR),Miscellaneous,No Info,Eye-Tracking: Gaze,Confusion,"Guidance/Notification, Information",Recreation,Assistance/Help/Support,na,na,Gaze time and focus,,Player guidance/assistance (planned),None,0,None,,Proposal,No Info,"@article{lankesLookingConfusedIntroducing2022,
  title = {Looking Confused? -- {{Introducing}} a {{VR}} Game Design for Arousing Confusion among Players},
  author = {Lankes, Michael and Sporn, Maurice and Winkelbauer, Andreas and Stiglbauer, Barbara},
  year = 2022,
  journal = {2022 symposium on eye tracking research and applications},
  series = {Etra '22},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3517031.3529614},
  abstract = {This paper describes a virtual reality prototype's game and level design that should serve as stimulus material to arouse confusion among players. In doing so, we will use the stimulus to create a system that analyzes the players' gaze behavior and determine whether and when the player is confused or already frustrated. Consequently, this information can then be used by game and level designers to give the player appropriate assistance and guidance during gameplay. To reach our goal of creating a design that arouses confusion, we used guidelines for high-quality level design and did the exact opposite. We see the PLEY Workshop as a forum to identify and discuss the potentials and risks of the stimulus' design and level structure. In general, the paper should provide insights into our design decisions for researchers interested in investigating gaze behavior in games.},
  chapter = {0},
  keywords = {ACM,confusion detection,game design,gaze in games,level design}
}
"
14,Machine learning and therapeutic strategies in VR,2020,"Lc, Ray; Fukuoka, Yuka",https://doi.org/10.1145/3359852.3359908,"Thus ML takes in as input layers the stress level sensor data, voice commands, and previous user training and learns a model which predicts the level of desired difficulty to use for speech training, which is adjusted by having different levels of distractors such as number of audience present, noise loudness, and amount of distracting movements. When fully implemented, the ML agent acts as a guide much like the chatbot therapist [6] as she determines user stress levels, previous training, and current speech nervousness patterns, and provides the right scene difficulty level for the systematic desensitization process.",Virtual Reality (VR),Head-Mounted Display (HMD),No Info,Electrodermal Activity (EDA),Stress,Task Adjustment,Health/Rehabilitation,?,Public speaking,galvanic skin response,ML,,adaption of speech training difficulty,"Qualitative (Participant Study), Quantitative (Participant Study), Descriptive Statistics",27,Usability,only subjective eval,Prototype,No Info,"@inproceedings{lcMachineLearningTherapeutic2020,
  title = {Machine Learning and Therapeutic Strategies in {{VR}}},
  booktitle = {Proceedings of the 9th International Conference on Digital and Interactive Arts},
  author = {Lc, Ray and Fukuoka, Yuka},
  year = 2020,
  series = {Artech '19},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3359852.3359908},
  abstract = {Cognitive behavioral therapy is one of the few treatment options for individuals suffering from psychological and physiological abnormalities like phobias, post-traumatic stress, stuttering, and anxiety. They are expensive in both cost and time, and are often difficult to evaluate for effectiveness. Virtual Reality (VR) can ameliorate ineffective and costly therapies, because it effectively reproduces stressful environments, and is mobile enough to be used at home. However, psychological therapies are supervised by highly trained psychiatrists whose years of experience help them diagnose patients' problems in a personalized manner. Can we use Machine Learning (ML) to glean information from patients that allow for such tailored-made therapy training for VR systems? Machine Learning of subject training history and behavior allows the system to adapt therapies to individual levels and needs. Machine Learning of sensor data that provide details of patient stress levels in time gives us moment-to-moment responses that can be used to customize their training in terms of difficulty and responsiveness. We detail use of these ML strategies in the case of helping stutterers cope with immanent episodes of public and social speaking using VR with systematic desensitization. 23 stutterers and 4 speech pathologists participated in our user studies, which refined our prototype to lower relaxation fidelity, reduce scene blur, and improve voice efficacy. Use of Artificial Intelligence (AI) in VR technology serves to enable customization and adaptive training while maintaining the ease-of-use and comparatively low cost over traditional therapeutic strategies. This research opens up possibilities of using ML to customize levels, encounters, and environmental complexity in interactive experiences utilizing biometrics and in-game behavior.},
  chapter = {0},
  keywords = {ACM,immersive therapy,Machine learning,stuttering,virtual reality}
}
"
186,Measuring the effectiveness of adaptive virtual reality training on learning transfer - 2025 IEEE international conference on advanced learning technologies (ICALT),2025,"Genz, Fabio; D'Amelio, Marco; Kranzlmüller, Dieter",https://doi.org/10.1109/ICALT64023.2025.00012,,Virtual Reality (VR),Head-Mounted Display (HMD),Oculus Rift,"Photoplethysmogram (PPG) , Electrodermal Activity (EDA)",Cognitive Load/Workload,"Task Adjustment, Stimuli",Work/Performance,Change task complexity based on workload to improve learning,,,,,Changing the amount of tasks to do and visual cues,Quantitative (Participant Study),80,Effectiveness,"Although there are only small differences in the results of both VRT groups, we see a positive trend in the effectiveness of adaptive VRT on learning transfer in our examination",Prototype,Data Available,"@article{genzMeasuringEffectivenessAdaptive2025,
  title = {Measuring the Effectiveness of Adaptive Virtual Reality Training on Learning Transfer - 2025 {{IEEE}} International Conference on Advanced Learning Technologies ({{ICALT}})},
  author = {Genz, Fabio and D'Amelio, Marco and Kranzlm{\""u}ller, Dieter},
  year = 2025,
  month = jul,
  journal = {2025 IEEE international conference on advanced learning technologies (ICALT)},
  pages = {19--23},
  issn = {2161-377X},
  doi = {10.1109/ICALT64023.2025.00012},
  abstract = {Adaptive Virtual Reality Training (VRT) enables personalised training of simulated tasks in 3D interactive virtual environments. The transfer of knowledge from a training context into a real-world setting, also called learning transfer, is an essential part of the learning process. This paper examines the effectiveness of adaptive VRT on learning transfer. We conduct a between subject user study with three groups (control group (n=26), non-adaptive VRT group (n=26), adaptive VRT group (n=28)). The effectiveness on learning transfer is measured with three objective (round time, memorisation of tasks, number of errors) and two subjective metrics (mental workload, physical effort). We slightly modify an existing adaptive VRT building on physiological measurement data (PMD) and create a cor-responding real-world implementation. Results show significant differences among the three groups for round time, number of errors, memorisation of tasks and perceived physical effort.},
  chapter = {0},
  keywords = {Buildings,IEEE,Measurement uncertainty,Three-dimensional displays,Time m...,Training,Virtual environments}
}"
36,Modifying pedagogical agent spatial guidance sequences to respond to eye-tracked student gaze in VR,2022,"Khokhar, Adil; Borst, Christoph",https://doi.org/10.1145/3565970.3567697,"Our novel annotation-driven sequenc- ing system modifies the playing, seeking, rewinding, and pausing of teacher recordings to create appropriate teacher avatar behav- ior based on a viewer’s eye-tracked visual attention.",Virtual Reality (VR),Head-Mounted Display (HMD),HTC Vive Pro,Eye-Tracking: Gaze,"Attention, Confusion",Guidance/Notification,Education,Annotations,A teaching scene containing a teacher and a smartphone as alarm system,"eye gaze, but don't specify what exactly",IPA thresholds,,teacher avatar behavior,Quantitative (Participant Study),,"Usability, Effectiveness","1. The Respond condition was consistently rated the most appropriate, natural, and least strange across all phases. 2. Pause ranked in the middle but was often found awkward due to its frozen, unresponsive quality, particularly during longer distractions. 3. Continue ranked lowest for appropriateness, as subjects felt it failed to address student inattention.",Prototype,No Info,"@inproceedings{khokharModifyingPedagogicalAgent2022,
  title = {Modifying Pedagogical Agent Spatial Guidance Sequences to Respond to Eye-Tracked Student Gaze in {{VR}}},
  booktitle = {Proceedings of the 2022 {{ACM}} Symposium on Spatial User Interaction},
  author = {Khokhar, Adil and Borst, Christoph},
  year = 2022,
  series = {Sui '22},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3565970.3567697},
  abstract = {In a guided virtual field trip, students often need to pay attention to the correct objects in a 3D scene. Distractions or misunderstandings of a virtual agent's spatial guidance may cause students to miss critical information. We present a generalizable virtual reality (VR) avatar animation architecture that is responsive to a viewer's eye gaze and we evaluate the rated effectiveness (e.g., naturalness) of enabled agent responses. Our novel annotation-driven sequencing system modifies the playing, seeking, rewinding, and pausing of teacher recordings to create appropriate teacher avatar behavior based on a viewer's eye-tracked visual attention. Annotations are contextual metadata that modify sequencing behavior during critical time points and can be adjusted in a timeline editor. We demonstrate the success of our architecture with a study that compares 3 different teacher agent behavioral responses when pointing to and explaining objects on a virtual oil rig while an in-game mobile device provides an experiment control mechanism for 2 levels of distractions. Results suggest that users consider teacher agent behaviors with increased interactivity to be more appropriate, more natural, and less strange than default agent behaviors, implying that more elaborate agent behaviors can improve a student's educational VR experience. Results also provide insights into how or why a minimal response (Pause) and a more dynamic response (Respond) are perceived differently.},
  chapter = {0},
  keywords = {3D hotspots,ACM,gaze movements,pedagogical agents,virtual reality}
}
"
167,"Neurofeedback training system to induce concentration states using virtual reality - 2024 21st international conference on electrical engineering, computing science and automatic control (CCE)",2024,"Palomino-Ortega, Yoltic Uriel; Hernández-Alanis, Marco Antonio; Cervantes, Gabriel Sepúlveda; Ramírez-Morales, Adrián Octavio; Tovar-Corona, Blanca",https://doi.org/10.1109/CCE62852.2024.10770878,,Virtual Reality (VR),Head-Mounted Display (HMD),Meta Quest 2,Electroencephalography (EEG),Attention,"Stimuli, Task Adjustment",Recreation,Progress goes quicker or slower depending on attention,,,beta/theta ratio,,Activities commence in relation to the attention,Quantitative (Participant Study),8,Effectiveness,participants' concentration and cognitive performance increased of multiple sessions,Prototype,No Info,"@article{palomino-ortegaNeurofeedbackTrainingSystem2024,
  title = {Neurofeedback Training System to Induce Concentration States Using Virtual Reality - 2024 21st International Conference on Electrical Engineering, Computing Science and Automatic Control ({{CCE}})},
  author = {{Palomino-Ortega}, Yoltic Uriel and {Hern{\'a}ndez-Alanis}, Marco Antonio and Cervantes, Gabriel Sep{\'u}lveda and {Ram{\'i}rez-Morales}, Adri{\'a}n Octavio and {Tovar-Corona}, Blanca},
  year = 2024,
  month = oct,
  journal = {2024 21st international conference on electrical engineering, computing science and automatic control (CCE)},
  pages = {1--6},
  issn = {2642-3766},
  doi = {10.1109/CCE62852.2024.10770878},
  abstract = {Concentration is particularly important in our daily life either in academic or professional activities to reach goals and complete tasks efficiently. The aim of this work is to promote concentration with a neurofeedback training system implemented in a real-time, interactive Virtual Reality environment. The attention coefficient, defined as the beta/theta ratio, was calculated from electroencephalographic signals to promote concentration through visual feedback stimuli based on brain signals in a sample of three university students. Over eight sessions, participants engaged in five cognitive virtual activities aimed at maintaining attention to complete each task. Signals were acquired in real time using the Muse\textregistered{} headband, with electrodes placed at TP9, TP10, AF7, AF8, and FPz, according to the 10--20 system. These signals were preprocessed to isolate beta and theta waves, which are related to attention. To determine participant concentration, the power spectral density was calculated using the Welch method in beta and theta waves to compute the attention coefficient. The effectiveness of the system was evaluated using the Test of Variables of Attention (TOVA) before and after the sessions.},
  chapter = {0},
  keywords = {Human factors,IEEE,Market research,Mental disorders,Real-time s...,Training,Virtual reality,Visualization}
}"
75,Neuroscience and simulation interface for adaptive assessment in serious games,2011,"Parsons, Thomas D.; Reinebold, James",https://doi.org/10.1109/IGIC.2011.6114953,"We present an iteration of the Virtual Reality Cognitive Performance Test (VRCPAT) that proffers a framework for adapting scenarios in the Virtual Battlespace 2 (VBS2) game engine based upon the user’s neurocognitive (task performance) and psychophysiological (e.g., heart rate, skin response, heart rate, and pupil diameter) states",Virtual Reality (VR),Head-Mounted Display (HMD),No Info,"Eye-Tracking: Pupil Dilation, Electrodermal Activity (EDA), Respiration, Electrocardiogram (ECG)","Cognitive Load/Workload, Arousal",Task Adjustment,Work/Performance,A real-time adaptive virtual environment that is sensitive to cognitive and emotional aspects of user experience  is considered to be the future alternative for devising cognitive assessment and training measures that will have better ecological/predictive validity for real-world performance,military simulation,"interbeat intervals (IBIs) of cardiorespiratory activity, skin conductance response levels (SCLs), spontaneous fluctuations of electrodermal activity (SFs), interbreath interval (IBrI) from respiration data, median pupil radius (EOG) ",,,"This virtual adaptive assessment and rehabilitation system aims to place the injured Military Service member into a state of optimal experience defined as ""flow"" to trigger a broad recovery process. ",None,0,None,,"Proposal, Subsystem",No Info,"@article{parsonsNeuroscienceSimulationInt2011,
  title = {Neuroscience and Simulation Int Erface for Adaptive Assessment in Serious Games},
  author = {Parsons, Thomas D. and Reinebold, James},
  year = 2011,
  month = nov,
  journal = {2011 IEEE international games innovation conference (IGIC)},
  pages = {93--96},
  issn = {2166-675X},
  doi = {10.1109/IGIC.2011.6114953},
  abstract = {While advances in military relevant simulations provide potential for increasing assessment of Soldier readiness to Return-to-Duty (e.g., following a blast injury), little has been done to develop these simulations into adaptive virtual environments (AVE) for improved neurocognitive and psychophysiological assessment. Adaptive assessments offer the potential for dynamically adapting the difficulty level specific to the patient's knowledge or ability. We present an iteration of the Virtual Reality Cognitive Performance Test (VRCPAT) that proffers a framework for adapting scenarios in the Virtual Battlespace 2 (VBS2) game engine based upon the user's neurocognitive (task performance) and psychophysiological (e.g., heart rate, skin response, heart rate, and pupil diameter) states.},
  chapter = {0},
  keywords = {Adaptation models,Games,IEEE,Skin,Solid modeling,Stress,Virtual environments}
}
"
